タマコッコ to アヌビス, maxgen = 3
	Gen:T-01 ホークウィン(420) = パピテフ(490) + フェスキー(350)
	Gen:T-01 ホークウィン(420) = パピテフ(490) + サラブレイズ(360)
	Gen:T-01 ホークウィン(420) = パピテフ(490) + グラクレス(340)
	Gen:T-01 ホークウィン(420) = ニャンバット(750) + セイントール(80)
	Gen:T-01 ホークウィン(420) = ニャンバット(750) + ジェットラン(90)
	Gen:T-01 ホークウィン(420) = ニャンバット(750) + グレイシャドウ(100)
	Gen:T-01 ホークウィン(420) = ニャンギマリ(510) + ボルカノン(320)
	Gen:T-01 ホークウィン(420) = ニャンギマリ(510) + グラクレス(340)
	Gen:T-01 ホークウィン(420) = ニャンギマリ(510) + クインビーナ(330)
	Gen:T-01 ホークウィン(420) = ツジギリ(640) + リリクイン(210)
	Gen:T-01 ホークウィン(420) = ツジギリ(640) + ヘルガルダ(190)
	Gen:T-01 ホークウィン(420) = ツジギリ(640) + エレパンダ(200)
	Gen:T-01 ホークウィン(420) = スナペント(550) + ペコドン(280)
	Gen:T-01 ホークウィン(420) = スナペント(550) + ブリザモス(290)
	Gen:T-01 ホークウィン(420) = スナペント(550) + グランモス(300)
	Gen:T-01 ホークウィン(420) = シロカバネ(620) + リリクイン(210)
	Gen:T-01 ホークウィン(420) = シロカバネ(620) + ライバード(220)
	Gen:T-01 ホークウィン(420) = シロカバネ(620) + ボルカノン(230)
	Gen:T-01 ホークウィン(420) = シルフィア(540) + レヴィドラ(310)
	Gen:T-01 ホークウィン(420) = シルフィア(540) + ブリザモス(290)
	Gen:T-01 ホークウィン(420) = シルフィア(540) + グランモス(300)
	Gen:T-01 ホークウィン(420) = シルティア(530) + レヴィドラ(310)
	Gen:T-01 ホークウィン(420) = シルティア(530) + ボルカノン(320)
	Gen:T-01 ホークウィン(420) = シルティア(530) + グランモス(300)
	Gen:T-01 ホークウィン(420) = シルティア(530) + アグニドラ(315)
	Gen:T-01 ホークウィン(420) = シルキーヌ(450) + ササゾー(390)
	Gen:T-01 ホークウィン(420) = シルキーヌ(450) + イグニクス(380)
	Gen:T-01 ホークウィン(420) = シラヌイ(830) + ボルカイザー(10)
	Gen:T-01 ホークウィン(420) = シーペント(560) + ペコドン(280)
	Gen:T-01 ホークウィン(420) = シーペント(560) + ブリザモス(290)
	Gen:T-01 ホークウィン(420) = シーペント(560) + パリピドン(270)
	Gen:T-01 ホークウィン(420) = ササゾー(430) + ホークウィン(420)
	Gen:T-01 ホークウィン(420) = ササゾー(430) + ドンモップ(410)
	Gen:T-01 ホークウィン(420) = ゴクエンオ(710) + ボルゼクス(140)
	Gen:T-01 ホークウィン(420) = ゴクエンオ(710) + ツンドラー(130)
	Gen:T-01 ホークウィン(420) = ゴクエンオ(710) + グレイシャル(120)
	Gen:T-01 ホークウィン(420) = クレメーオ(700) + ボルゼクス(140)
	Gen:T-01 ホークウィン(420) = クレメーオ(700) + ツンドラー(130)
	Gen:T-01 ホークウィン(420) = クレメーオ(700) + ジオラーヴァ(150)
	Gen:T-01 ホークウィン(420) = キャプペン(520) + レヴィドラ(310)
	Gen:T-01 ホークウィン(420) = キャプペン(520) + ボルカノン(320)
	Gen:T-01 ホークウィン(420) = キャプペン(520) + クインビーナ(330)
	Gen:T-01 ホークウィン(420) = キャプペン(520) + アグニドラ(315)
	Gen:T-01 ホークウィン(420) = カバネドリ(660) + ヘルガルダ(190)
	Gen:T-01 ホークウィン(420) = オコチョ(800) + スザク(50)
	Gen:T-01 ホークウィン(420) = オコチョ(800) + シヴァ(30)
	Gen:T-01 ホークウィン(420) = イヌズマ(740) + ジェットラン(90)
	Gen:T-01 ホークウィン(420) = イヌズマ(740) + グレイシャドウ(100)
	Gen:T-01 ホークウィン(420) = アロアリュー(820) + ボルカイザー(10)
	Gen:T-01 ホークウィン(420) = アロアリュー(820) + シヴァ(30)
	Gen:T-01 ホークウィン(420) = アルパオー(470) + ホルス(370)
	Gen:T-01 ホークウィン(420) = アルパオー(470) + サラブレイズ(360)
	Gen:T-01 ホークウィン(420) = アルパオー(470) + イグニクス(380)
	Gen:T-01 ホークウィン(420) = アルパオー(440) + ドンモップ(410)
	Gen:T-01 ホークウィン(420) = アルパオー(440) + ササゾー(390)
	Gen:T-01 ホークウィン(420) = アビスゴート(580) + リリクイン(250)
	Gen:T-01 ホークウィン(420) = アビスゴート(580) + パリピドン(270)
	Gen:T-01 ホークウィン(420) = アビスゴート(580) + デスティング(260)
	Gen:T-01 ホークウィン(420) = アズレーン(500) + フェスキー(350)
	Gen:T-01 ホークウィン(420) = アズレーン(500) + グラクレス(340)
	Gen:T-01 ホークウィン(420) = アズレーン(500) + クインビーナ(330)
	Gen:T-01 ヘルゴート(590) = ルミカイト(870) + レヴィドラ(310)
	Gen:T-01 ヘルゴート(590) = ルミカイト(870) + ボルカノン(320)
	Gen:T-01 ヘルゴート(590) = ルミカイト(870) + グランモス(300)
	Gen:T-01 ヘルゴート(590) = ルミカイト(870) + グラクレス(340)
	Gen:T-01 ヘルゴート(590) = ルミカイト(870) + クインビーナ(330)
	Gen:T-01 ヘルゴート(590) = ルミカイト(870) + アグニドラ(315)
	Gen:T-01 ヘルゴート(590) = ルナティ(1180) + ボルカイザー(10)
	Gen:T-01 ヘルゴート(590) = ルナティ(1180) + シヴァ(30)
	Gen:T-01 ヘルゴート(590) = ラベロット(990) + リリクイン(210)
	Gen:T-01 ヘルゴート(590) = ラベロット(990) + ライバード(220)
	Gen:T-01 ヘルゴート(590) = ラベロット(990) + ヘルガルダ(190)
	Gen:T-01 ヘルゴート(590) = ラベロット(990) + エレパンダ(200)
	Gen:T-01 ヘルゴート(590) = ラブラドン(860) + レヴィドラ(310)
	Gen:T-01 ヘルゴート(590) = ラブラドン(860) + ボルカノン(320)
	Gen:T-01 ヘルゴート(590) = ラブラドン(860) + フェスキー(350)
	Gen:T-01 ヘルゴート(590) = ラブラドン(860) + グラクレス(340)
	Gen:T-01 ヘルゴート(590) = ラブラドン(860) + クインビーナ(330)
	Gen:T-01 ヘルゴート(590) = ラブラドン(860) + アグニドラ(315)
	Gen:T-01 ヘルゴート(590) = ラブラドン(840) + ホルス(370)
	Gen:T-01 ヘルゴート(590) = ラブラドン(840) + フェスキー(350)
	Gen:T-01 ヘルゴート(590) = ラブラドン(840) + サラブレイズ(360)
	Gen:T-01 ヘルゴート(590) = ラブラドン(840) + グラクレス(340)
	Gen:T-01 ヘルゴート(590) = ラブラドン(840) + クインビーナ(330)
	Gen:T-01 ヘルゴート(590) = ラブマンダー(940) + リリクイン(250)
	Gen:T-01 ヘルゴート(590) = ラブマンダー(940) + ボルカノン(230)
	Gen:T-01 ヘルゴート(590) = ラブマンダー(940) + パリピドン(270)
	Gen:T-01 ヘルゴート(590) = ラブマンダー(940) + デスティング(260)
	Gen:T-01 ヘルゴート(590) = ラブマンダー(940) + サラブレイズ(240)
	Gen:T-01 ヘルゴート(590) = ライコーン(680) + パピテフ(490)
	Gen:T-01 ヘルゴート(590) = ライコーン(680) + ニャンギマリ(510)
	Gen:T-01 ヘルゴート(590) = ライコーン(680) + シルティア(530)
	Gen:T-01 ヘルゴート(590) = ライコーン(680) + キャプペン(520)
	Gen:T-01 ヘルゴート(590) = ライコーン(680) + アズレーン(500)
	Gen:T-01 ヘルゴート(590) = ヤミトバリ(1010) + ヘルガルダ(190)
	Gen:T-01 ヘルゴート(590) = ヤミトバリ(1010) + エレパンダ(200)
	Gen:T-01 ヘルゴート(590) = メルパカ(890) + レヴィドラ(310)
	Gen:T-01 ヘルゴート(590) = メルパカ(890) + ボルカノン(320)
	Gen:T-01 ヘルゴート(590) = メルパカ(890) + ペコドン(280)
	Gen:T-01 ヘルゴート(590) = メルパカ(890) + ブリザモス(290)
	Gen:T-01 ヘルゴート(590) = メルパカ(890) + グランモス(300)
	Gen:T-01 ヘルゴート(590) = メルパカ(890) + アグニドラ(315)
	Gen:T-01 ヘルゴート(590) = メリポップ(1190) + ボルカイザー(10)
	Gen:T-01 ヘルゴート(590) = ムラクモ(980) + リリクイン(210)
	Gen:T-01 ヘルゴート(590) = ムラクモ(980) + ライバード(220)
	Gen:T-01 ヘルゴート(590) = ムラクモ(980) + ボルカノン(230)
	Gen:T-01 ヘルゴート(590) = ムラクモ(980) + ヘルガルダ(190)
	Gen:T-01 ヘルゴート(590) = ムラクモ(980) + エレパンダ(200)
	Gen:T-01 ヘルゴート(590) = ミルカルビ(910) + ペコドン(280)
	Gen:T-01 ヘルゴート(590) = ミルカルビ(910) + ブリザモス(290)
	Gen:T-01 ヘルゴート(590) = ミルカルビ(910) + パリピドン(270)
	Gen:T-01 ヘルゴート(590) = ミルカルビ(910) + デスティング(260)
	Gen:T-01 ヘルゴート(590) = ミルカルビ(910) + グランモス(300)
	Gen:T-01 ヘルゴート(590) = ミステリア(1110) + ベイントール(70)
	Gen:T-01 ヘルゴート(590) = ミステリア(1110) + ゼノグリフ(60)
	Gen:T-01 ヘルゴート(590) = ミステリア(1110) + セイントール(80)
	Gen:T-01 ヘルゴート(590) = ミステリア(1110) + ジェットラン(90)
	Gen:T-01 ヘルゴート(590) = ミステリア(1110) + グレイシャドウ(100)
	Gen:T-01 ヘルゴート(590) = マスクロウ(1080) + ツンドラー(130)
	Gen:T-01 ヘルゴート(590) = マスクロウ(1080) + ジェットラン(90)
	Gen:T-01 ヘルゴート(590) = マスクロウ(1080) + グレイシャル(120)
	Gen:T-01 ヘルゴート(590) = マスクロウ(1080) + グレイシャドウ(100)
	Gen:T-01 ヘルゴート(590) = ヘルゴート(590) + ヘルゴート(590)
	Gen:T-01 ヘルゴート(590) = ヘルゴート(590) + アビスゴート(580)
	Gen:T-01 ヘルゴート(590) = ベリゴート(930) + リリクイン(250)
	Gen:T-01 ヘルゴート(590) = ベリゴート(930) + ペコドン(280)
	Gen:T-01 ヘルゴート(590) = ベリゴート(930) + パリピドン(270)
	Gen:T-01 ヘルゴート(590) = ベリゴート(930) + デスティング(260)
	Gen:T-01 ヘルゴート(590) = ベリゴート(930) + サラブレイズ(240)
	Gen:T-01 ヘルゴート(590) = ブルフェルノ(790) + ホークウィン(420)
	Gen:T-01 ヘルゴート(590) = ブルフェルノ(790) + ドンモップ(410)
	Gen:T-01 ヘルゴート(590) = ブルフェルノ(790) + ササゾー(390)
	Gen:T-01 ヘルゴート(590) = ブルフェルノ(790) + イグニクス(380)
	Gen:T-01 ヘルゴート(590) = フラリーナ(780) + ホークウィン(420)
	Gen:T-01 ヘルゴート(590) = フラリーナ(780) + ドンモップ(410)
	Gen:T-01 ヘルゴート(590) = フラリーナ(780) + ササゾー(430)
	Gen:T-01 ヘルゴート(590) = フラリーナ(780) + ササゾー(390)
	Gen:T-01 ヘルゴート(590) = フブキツネ(760) + ホークウィン(420)
	Gen:T-01 ヘルゴート(590) = フブキツネ(760) + ドンモップ(410)
	Gen:T-01 ヘルゴート(590) = フブキツネ(760) + シルキーヌ(450)
	Gen:T-01 ヘルゴート(590) = フブキツネ(760) + ササゾー(430)
	Gen:T-01 ヘルゴート(590) = フブキツネ(760) + アルパオー(440)
	Gen:T-01 ヘルゴート(590) = フォレーナ(1160) + ボルカイザー(10)
	Gen:T-01 ヘルゴート(590) = フォレーナ(1160) + スザク(50)
	Gen:T-01 ヘルゴート(590) = フォレーナ(1160) + シヴァ(30)
	Gen:T-01 ヘルゴート(590) = フェザーロ(1020) + ヘルガルダ(190)
	Gen:T-01 ヘルゴート(590) = フェザーロ(1020) + ジオラーヴァ(150)
	Gen:T-01 ヘルゴート(590) = ビリビリリュー(810) + ホルス(370)
	Gen:T-01 ヘルゴート(590) = ビリビリリュー(810) + サラブレイズ(360)
	Gen:T-01 ヘルゴート(590) = ビリビリリュー(810) + ササゾー(390)
	Gen:T-01 ヘルゴート(590) = ビリビリリュー(810) + イグニクス(380)
	Gen:T-01 ヘルゴート(590) = ヒノコジカ(1155) + スザク(50)
	Gen:T-01 ヘルゴート(590) = ヒノコジカ(1155) + シヴァ(30)
	Gen:T-01 ヘルゴート(590) = ビーナイト(1070) + ボルゼクス(140)
	Gen:T-01 ヘルゴート(590) = ビーナイト(1070) + ツンドラー(130)
	Gen:T-01 ヘルゴート(590) = ビーナイト(1070) + グレイシャル(120)
	Gen:T-01 ヘルゴート(590) = ビーナイト(1070) + グレイシャドウ(100)
	Gen:T-01 ヘルゴート(590) = ニャンバット(750) + ホークウィン(420)
	Gen:T-01 ヘルゴート(590) = ニャンバット(750) + ヒエティ(460)
	Gen:T-01 ヘルゴート(590) = ニャンバット(750) + シルキーヌ(450)
	Gen:T-01 ヘルゴート(590) = ニャンバット(750) + ササゾー(430)
	Gen:T-01 ヘルゴート(590) = ニャンバット(750) + アルパオー(440)
	Gen:T-01 ヘルゴート(590) = ドリタス(850) + ボルカノン(320)
	Gen:T-01 ヘルゴート(590) = ドリタス(850) + フェスキー(350)
	Gen:T-01 ヘルゴート(590) = ドリタス(850) + サラブレイズ(360)
	Gen:T-01 ヘルゴート(590) = ドリタス(850) + グラクレス(340)
	Gen:T-01 ヘルゴート(590) = ドリタス(850) + クインビーナ(330)
	Gen:T-01 ヘルゴート(590) = トドドドン(895) + レヴィドラ(310)
	Gen:T-01 ヘルゴート(590) = トドドドン(895) + ペコドン(280)
	Gen:T-01 ヘルゴート(590) = トドドドン(895) + ブリザモス(290)
	Gen:T-01 ヘルゴート(590) = トドドドン(895) + グランモス(300)
	Gen:T-01 ヘルゴート(590) = トドドドン(895) + アグニドラ(315)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + レヴィドラ(310)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + ボルカノン(320)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + ブリザモス(290)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + グランモス(300)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + クインビーナ(330)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + アグニドラ(315)
	Gen:T-01 ヘルゴート(590) = ツノガミ(920) + リリクイン(250)
	Gen:T-01 ヘルゴート(590) = ツノガミ(920) + ペコドン(280)
	Gen:T-01 ヘルゴート(590) = ツノガミ(920) + ブリザモス(290)
	Gen:T-01 ヘルゴート(590) = ツノガミ(920) + パリピドン(270)
	Gen:T-01 ヘルゴート(590) = ツノガミ(920) + デスティング(260)
	Gen:T-01 ヘルゴート(590) = ツノガミ(900) + レヴィドラ(310)
	Gen:T-01 ヘルゴート(590) = ツノガミ(900) + ペコドン(280)
	Gen:T-01 ヘルゴート(590) = ツノガミ(900) + ブリザモス(290)
	Gen:T-01 ヘルゴート(590) = ツノガミ(900) + パリピドン(270)
	Gen:T-01 ヘルゴート(590) = ツノガミ(900) + グランモス(300)
	Gen:T-01 ヘルゴート(590) = ツジギリ(640) + スナペント(550)
	Gen:T-01 ヘルゴート(590) = ツジギリ(640) + シルフィア(540)
	Gen:T-01 ヘルゴート(590) = ツジギリ(640) + シルティア(530)
	Gen:T-01 ヘルゴート(590) = ツジギリ(640) + シーペント(560)
	Gen:T-01 ヘルゴート(590) = ツジギリ(640) + アヌビス(570)
	Gen:T-01 ヘルゴート(590) = ツキカゲ(950) + リリクイン(250)
	Gen:T-01 ヘルゴート(590) = ツキカゲ(950) + ライバード(220)
	Gen:T-01 ヘルゴート(590) = ツキカゲ(950) + ボルカノン(230)
	Gen:T-01 ヘルゴート(590) = ツキカゲ(950) + デスティング(260)
	Gen:T-01 ヘルゴート(590) = ツキカゲ(950) + サラブレイズ(240)
	Gen:T-01 ヘルゴート(590) = ダリザード(1140) + ベイントール(70)
	Gen:T-01 ヘルゴート(590) = ダリザード(1140) + ゼノグリフ(60)
	Gen:T-01 ヘルゴート(590) = ダリザード(1140) + スザク(50)
	Gen:T-01 ヘルゴート(590) = ダリザード(1140) + シヴァ(30)
	Gen:T-01 ヘルゴート(590) = ダリザード(1120) + ベイントール(70)
	Gen:T-01 ヘルゴート(590) = ダリザード(1120) + ゼノグリフ(60)
	Gen:T-01 ヘルゴート(590) = ダリザード(1120) + セイントール(80)
	Gen:T-01 ヘルゴート(590) = ダリザード(1120) + スザク(50)
	Gen:T-01 ヘルゴート(590) = ダリザード(1120) + ジェットラン(90)
	Gen:T-01 ヘルゴート(590) = ソルレイス(1150) + ゼノグリフ(60)
	Gen:T-01 ヘルゴート(590) = ソルレイス(1150) + スザク(50)
	Gen:T-01 ヘルゴート(590) = ソルレイス(1150) + シヴァ(30)
	Gen:T-01 ヘルゴート(590) = シロカバネ(620) + ヘルゴート(590)
	Gen:T-01 ヘルゴート(590) = シロカバネ(620) + スナペント(550)
	Gen:T-01 ヘルゴート(590) = シロカバネ(620) + シーペント(560)
	Gen:T-01 ヘルゴート(590) = シロカバネ(620) + アビスゴート(580)
	Gen:T-01 ヘルゴート(590) = シロカバネ(620) + アヌビス(570)
	Gen:T-01 ヘルゴート(590) = シラヌイ(830) + ホルス(370)
	Gen:T-01 ヘルゴート(590) = シラヌイ(830) + フェスキー(350)
	Gen:T-01 ヘルゴート(590) = シラヌイ(830) + サラブレイズ(360)
	Gen:T-01 ヘルゴート(590) = シラヌイ(830) + グラクレス(340)
	Gen:T-01 ヘルゴート(590) = シラヌイ(830) + イグニクス(380)
	Gen:T-01 ヘルゴート(590) = シャーマンダー(1100) + ベイントール(70)
	Gen:T-01 ヘルゴート(590) = シャーマンダー(1100) + セイントール(80)
	Gen:T-01 ヘルゴート(590) = シャーマンダー(1100) + ジェットラン(90)
	Gen:T-01 ヘルゴート(590) = シャーマンダー(1100) + グレイシャドウ(100)
